2015-09-09 19:40:25.1686|Info|Iniciando Otimização do underscore.js
2015-09-09 19:40:25.1826|Info|    SetTimeout True
2015-09-09 19:40:25.1826|Info|    Individuos 10
2015-09-09 19:40:25.1826|Info|    Geracoes 5
2015-09-09 19:40:30.4323|Info|    Fitness do Original 535
2015-09-09 19:40:30.4323|Info|    Criando a populaçao Inicial com 10 individuos
2015-09-09 19:40:32.9801|Info|            974
2015-09-09 19:40:35.3248|Info|            836
2015-09-09 19:40:37.8406|Info|            1046
2015-09-09 19:40:40.5235|Info|            1130
2015-09-09 19:40:42.9032|Info|            870
2015-09-09 19:40:45.6181|Info|            1170
2015-09-09 19:40:47.8167|Info|            776
2015-09-09 19:40:49.9962|Info|            769
2015-09-09 19:40:52.2628|Info|            858
2015-09-09 19:40:54.4904|Info|            792
2015-09-09 19:40:54.4904|Info|Geracao 0
2015-09-09 19:40:57.5746|Info|      4 crossover(s) executados
2015-09-09 19:40:58.4162|Info|      2 mutações executadas
2015-09-09 19:41:00.1955|Info|            784
2015-09-09 19:41:02.1038|Info|            925
2015-09-09 19:41:03.9512|Info|            820
2015-09-09 19:41:05.6994|Info|            766
2015-09-09 19:41:07.4546|Info|            762
2015-09-09 19:41:09.2439|Info|            787
2015-09-09 19:41:11.0702|Info|            831
2015-09-09 19:41:12.8725|Info|            805
2015-09-09 19:41:14.7088|Info|            858
2015-09-09 19:41:16.4511|Info|            735
2015-09-09 19:41:16.4511|Info|Geracao 1
2015-09-09 19:41:20.1416|Info|      5 crossover(s) executados
2015-09-09 19:41:20.5419|Info|      1 mutações executadas
